id.orig_p,id.resp_p,duration,orig_bytes,resp_bytes,local_orig,local_resp,missed_bytes,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,label
0.0,1.0,0.0017372312710488985,1.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.4222222222222222,1.0,0.8636363636363636,0
0.0,1.0,0.0005509143247533938,1.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.4222222222222222,1.0,0.8636363636363636,0
0.0,1.0,0.0014223778803943165,1.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.4222222222222222,1.0,0.8636363636363636,0
0.0,1.0,0.002211251752657505,1.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.4222222222222222,1.0,0.8636363636363636,0
0.0,1.0,0.0004705396903551388,1.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.4222222222222222,1.0,0.8636363636363636,0
0.0,1.0,0.001499588159107601,1.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.4222222222222222,1.0,0.8636363636363636,0
0.0,1.0,0.000551547195890388,1.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.4222222222222222,1.0,0.8636363636363636,0
0.0,1.0,0.0024482619934618082,1.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.4222222222222222,1.0,0.8636363636363636,0
0.0,1.0,0.0004724383037661212,1.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.4222222222222222,1.0,0.8636363636363636,0
0.0,1.0,0.0007113471579814069,1.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.4222222222222222,1.0,0.8636363636363636,0
0.0,1.0,0.0015812285357798442,1.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.4222222222222222,1.0,0.8636363636363636,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
0.0,1.0,0.004028857658104659,1.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.4222222222222222,1.0,0.8636363636363636,0
0.0,1.0,0.0005486992757739144,1.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.4222222222222222,1.0,0.8636363636363636,0
0.0,1.0,0.001499271723539104,1.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.4222222222222222,1.0,0.8636363636363636,0
0.0,1.0,0.0022093531392465226,1.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.4222222222222222,1.0,0.8636363636363636,0
0.0,1.0,0.00047148899706063,1.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.4222222222222222,1.0,0.8636363636363636,0
0.0,1.0,0.0015008539013815893,1.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.4222222222222222,1.0,0.8636363636363636,0
0.0,1.0,0.0005502814536163998,1.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.4222222222222222,1.0,0.8636363636363636,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.4222222222222222,0.0,0.0,0
0.0,1.0,0.00047148899706063,1.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.4222222222222222,1.0,0.8636363636363636,0
0.0,1.0,0.0006322382658571401,1.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.4222222222222222,1.0,0.8636363636363636,0
0.0,1.0,0.0016587552500616257,1.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.4222222222222222,1.0,0.8636363636363636,0
0.0,1.0,0.0016584388144931287,1.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.4222222222222222,1.0,0.8636363636363636,0
0.0,1.0,0.0005518636314588851,1.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.4222222222222222,1.0,0.8636363636363636,0
0.0,1.0,0.0015011703369500863,1.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.4222222222222222,1.0,0.8636363636363636,0
0.0,1.0,0.002211568188226002,1.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.4222222222222222,1.0,0.8636363636363636,0
0.0,1.0,0.0005509143247533938,1.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.4222222222222222,1.0,0.8636363636363636,0
0.0,1.0,0.000551547195890388,1.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.4222222222222222,1.0,0.8636363636363636,0
0.0,1.0,0.0005509143247533938,1.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.4222222222222222,1.0,0.8636363636363636,0
0.0,1.0,0.0007069170600224479,1.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.4222222222222222,1.0,0.8636363636363636,0
0.0,1.0,0.0015774313089578795,1.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.4222222222222222,1.0,0.8636363636363636,0
0.0,1.0,0.0016565402010821463,1.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.4222222222222222,1.0,0.8636363636363636,0
0.0,1.0,0.0005505978891848968,1.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.4222222222222222,1.0,0.8636363636363636,0
0.0,1.0,0.0015018032080870807,1.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.4222222222222222,1.0,0.8636363636363636,0
0.0,1.0,0.0022099860103835167,1.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.4222222222222222,1.0,0.8636363636363636,0
0.0,1.0,0.0005502814536163998,1.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.4222222222222222,1.0,0.8636363636363636,0
0.0,1.0,0.0005512307603218909,1.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.4222222222222222,1.0,0.8636363636363636,0
0.0,1.0,0.000551547195890388,1.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.4222222222222222,1.0,0.8636363636363636,0
0.0,1.0,0.0015011703369500863,1.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.4222222222222222,1.0,0.8636363636363636,0
0.0,1.0,0.0005512307603218909,1.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.4222222222222222,1.0,0.8636363636363636,0
0.0,1.0,0.0015002210302445954,1.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.4222222222222222,1.0,0.8636363636363636,0
0.0,1.0,0.0005509143247533938,1.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.4222222222222222,1.0,0.8636363636363636,0
0.0,1.0,0.0004705396903551388,1.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.4222222222222222,1.0,0.8636363636363636,0
0.0,1.0,0.0006293903457406664,1.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.4222222222222222,1.0,0.8636363636363636,0
0.0,1.0,0.0007059677533169567,1.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.4222222222222222,1.0,0.8636363636363636,0
